Quote,Keyword
"There are, however, people in this world who seldom pick up a newspaper, people who, when watching television, sneer in displeasure and change channels at the first glimpse of an anchorperson. While such willfully uninformed citizens are rare, emerging from seclusion only to serve on juries in trials of great national significance, they do exist.",television
"An actor must interpret life, and in order to do so must be willing to accept all the experiences life has to offer. In fact, he must seek out more of life than life puts at his feet.",actor
An actor who knows his business ought to be able to make the London telephone directory sound enthralling.,actor
Being a good actor isn’t easy. Being a man is even harder. I want to be both before I’m done.,actor
"Being an actor is the loneliest thing in the world. You are all alone with your concentration and imagination, and that's all you have.",actor
"By instinct I'm an adventurer; by choice I'd like to be a writer; by pure, unadulterated luck, I'm an actor.",actor
"Man is an actor who plays various parts: First comes a boy, then out a lover starts; His garb is changed for, lo! a beggar?s rags; Then he?s a merchant with full money-bags; Anon, an aged sire, wrinkled and lean; At last Death drops the curtain on the scene.*",actor
"One of the pleasures of being an actor is that it takes you places you wouldn't ordinarily go, and you don't enter as a tourist, you really enter the life of the place. You achieve because you're lucky to work with people who are very talented.",actor
The greatest way to become an actor is to get married too early.,actor
To grasp the full significance of life is the actor’s duty; to interpret it his problem; and to express it his dedication.,actor
Washington is no place for a good actor. The competition from bad actors is too great.,actor
"When an actor plays a scene exactly the way a director orders, it isn’t acting. It’s following instructions. Anyone with the physical qualifications can do that.",actor
"Yes, madam, I am finished. My star has fallen. I work and I try, yet know that all is but a farce.... I await the end of the tragedy and – strangely detached from everything – I do not feel any more an actor. I feel I am the last of spectators.",actor
"Remember, happiness and negativity are largely self-fulfilling prophecies. We see whatever we choose to project on the world around us, and that reflects back to us like a huge movie screen. We are, then, at once the projectionist, the actor, and the audience in this movie called Life.",actor
A true priest is aware of the presence of the altar during every moment that he is conducting a service. It is exactly the same way that a true artist should react to the stage all the time he is in the theater. An actor who is incapable of this feeling will never be a true artist.,actor
I don't possess a lot of self-confidence. I'm an actor so I simply act confident every time I hit the stage. I am consumed with the fear of failing. Reaching deep down and finding confidence has made all my dreams come true.,actor
"My biggest emotional defeat and the greatest emotional pain I've had as an actor was when 'Wild Wild West' opened up to $52 million. The movie wasn't good. And it hurt so bad to be the No. 1 movie, to open at $52 million and to know the movie wasn't good.",actor
"Our demands are simple, normal, and therefore they are difficult to satisfy. All we ask is that an actor on the stage live in accordance with natural laws",actor
"The nice thing about animation, you don't even really have to account for yourself. All of the physical stuff that you work on as an actor, you just throw away.",actor
"When an actor comes to me and wants to discuss his character, I say, 'It's in the script.' If he says, 'But what's my motivation, ' I say, 'Your salary.'",actor
"A new kind of award has been added -- the deathbed award. It is not an award of any kind. Either the recipient has not acted at all, or was not nominated, or did not win the award the last few times around. It is intended to relieve the guilty conscience of the Academy members and save face in front of the public. The Academy has the horrible taste to have a star, choking with emotion, present this deathbed award so that there can be no doubt in anybody's mind why the award is so hurriedly given. Lucky is the actor who is too sick to watch the proceedings on television.",actor
An actor is a sculptor who carves in snow.,actor
It is better to be making the news than taking it; to be an actor rather than a critic.,actor
A real actor can’t love anyone. Cause he/she only pretends to be lover. Cause he/she still in the role of a lover and doesn’t know how to love someone for the real.,actor
"'Milk' was another hard one because I was excited ... and I would have had the chance to do scenes with Sean Penn, they pushed the schedule and it ran into the slot for 'Green Zone.' Steven Soderbergh’s mantra is, ‘The movie gets the right person; the right actor gets the part,' but I was like, ‘S--t, no. That was my part’. But when I saw 'Milk,' Josh Brolin was so f---ing good that I knew Soderbergh was right.",actor
"Children give us the golden opportunity not only to reinvent our forgotten childhood, but also to play all the exciting great games, even the ones we missed before!",games
"I am just trying to find the right way to play, a lot of those games are big games for us. I just play my game. The game will tell you what to do.",games
"Life is a game and people love games. But games need rules. Most children’s plays or guileless entertaining assume rules. Without rules we cannot play and without play we cannot enjoy life. (""When forgetting the rules of the game"" )",games
Sutton lost 13 games in a row without winning a ballgame.,games
Epic Games are geniuses.,games
"Auto racing, bull fighting, and mountain climbing are the only real sports. . . all others are games.",games
"Love can play destructive games; one day overwhelming you with joy and euphoria and the next, destroying your life.",games
games are an extension of our imagination,games
"Everyone’s thinking the same thing we’re thinking: We didn’t win the war by throwing sticks and stones, if people are worried about their kids seeing a gun, take away their video games… don’t let them hunt.",games
"There are only 3 sports, Bullfighting, Motor Racing and Mountain climbing. All the rest are games.",games
"A strong body makes the mind strong. As to the species of exercises, I advise the gun. While this gives moderate exercise to the body, it gives boldness, enterprise and independence to the mind. Games played with the ball and others of that nature, are too violent for the body and stamp no character on the mind. Let your gun therefore be the constant companion of your walks.",games
"Non-violently, peacefully, while the eyes of this country are watching these games, they take a knee to bring our attention and our focus to this problem to ensure that we fix it, that is why they are doing it. And I can think of nothing more American than to peacefully stand up, or take a knee, for your rights, any time, anywhere, in any place.",games
"Ever since we crawled out of that primordial slime, that's been our unifying cry, More light. Sunlight. Torchlight. Candlight. Neon, incandescent lights that banish the darkness from our caves to illuminate our roads, the insides of our refrigerators. Big floods for the night games at Soldier's field. Little tiny flashlights for those books we read under the covers when we're supposed to be asleep. Light is more than watts and footcandles. Light is metaphor. Light is knowledge, light is life, light is light.",games
"I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed.",games
Anybody who watches three games of football in a row should be declared brain dead.,games
Video games are bad for? That's what they said about rock'n'roll.,games
Yesterday's home runs don't win today's games.,games
"1. Plush greed There are so many mechanical hypocritical toys (people) in this two-faced world of hypocritical egoism. They are cute and obedient from the outside, programmed to serve, but at the same time completely soulless from the inside. 2. Order and chaos Order is a blank canvas, and chaos is the bright colors of despair. They depict suffering, unless of course suffering can be called beautiful knowledge that gives the catharsis of awareness from experience. 3. Nature leads us to death. Nature is a great manager with an organizer of instincts in his hands, where all human vices and internal shortcomings are. It controls the cyclical nature of the universal calendar leading us to death, the same thing happened with previous races living on our earth. Evolution leading to a logical conclusion from our madness and despair, to the decline of mankind. But nature cannot destroy a civilization that has abandoned the great self-deception of egoism, which will be the main cause of human death. Only that race that will abandon its own egoism will absorb the humanism of selfless nobleness where literally every life will be appreciated, can deceive nature itself and experience the new dawn of awareness, namely immortality in eternity. It must be understood that death is the best helper of nature; it is just a gardener who does not allow the Garden of Eden to overgrow. But thanks to the unity of mankind, we also know other gardens in other worlds. 4. Humor is a very funny depression, bright, colorful pessimism. 5. Fear is the younger brother of death. Fear is constantly trying to surpass his older brother. 7. Good and love is an interdimensional multidimensional spatial form of philosophy outside of time; it is a state of harmony in eternity, the key to all worlds and inner worlds of people, both external and hidden. With this vision of thinking, you see everything at once, simultaneously deeply and from above, you see all the forms of time in one palm. 8. Lips and tongue are three drills. A smile from a drill grinds any evil face. 9. Techno world Any madness can be called progress. Meat, blood and bones are mixed with high technology, the spirit of humanity will dissolve in cold metal. The imagination of people is becoming more and more terrible, bodymodification shows our ugly entities turned inside out, good with evil, how difficult the interweaving of DNA from which people slowly and painfully go crazy, self-destruction is only an indifference to eternity that destroys this complex chain. The ranks of restless souls wandering the earth will replenish. Choose the side of goodness and light, selfless nobleness, true love and sincere friendship and you will thank yourself for all eternity, only conscience will lead you to paradise. 10. Love outside the dimension Love is peace and tenderness of the light of souls, the unity of tenderness. From love you fall into a gap in space and time, love outside the dimension is a very special space for two lovers in ordinary reality. 11. Time is chess. Time and space is a chessboard, here pawns are your enemies, more important pieces are your internal flaws and vices. There are millions of options for the moves of your will that show completely different forms of the future. Remember that each of your moves reflects your form of the future in life, but also after death. Make your fate check and checkmate. 12. Pseudo-science All of these politicized pseudo-theories and hypotheses, pseudo-facts that brazenly lie, starting their speech with the words: few people know. They turn science into an absurdity, and they thereby erase your memory in this confusion, constantly correcting it, they rob you of the past, plunging it into a false future. 13. On the body of pessimism, the sound dynamics of truth are everywhere. 14. Take care of children. Children are eggs on their backs that hatch and fall to the ground only twenty years later. An adult comes out of an egg and becomes a new parent. 15. A person who has the will, holds in his hands a cosmo-blaster similar to a bazooka, which is directly connected to his back, is charged with the strength of the charge of spirit. He shoots an energy ray, which is charged by his strength of mind. Your fortitude is your weapon against a destructive enemy named laziness. 16. Man is a portal. Man is a portal to another world, the inner world of a person. He doesn’t let everyone in it and sometimes releases his ideas into the outside world. The heart, mind and soul are portals to the inner world. 17. Be a living embodiment of optimism that holds in your hands a laser blaster that is directly connected to his body, charges the weapon with optimism and shoots sad people with a charge of fun and joy. Sometimes it explodes like thermonuclear optimism, spreading a wave of positive throughout the city, and self-restores in a few seconds. 18. Seven mirrors on an asteroid. Seven broken mirrors on an asteroid that moves around the sun. A piece of land of a forgotten civilization. In these mirrors there were seven alternative human and alien worlds, having passed through all the worlds you are farther and farther away from reality. But reality is what the universe itself created, it is something that was not artificially created for the benefit of empty illusions. If the world is full of illusions, then the mirror reflects these illusions. The real world shines like sunlight through all these mirrors. 19. Atrocious cinema We see how on television some animals kill others, and the cameraman filming this atrocity believes that it is impossible to interfere in the affairs of nature. We see people being killed in movies or on television, we sympathize, and then we don't care. Aliens and gods watch how every day they kill people and animals and plants and they, like that cameraman, think that they should not interfere in their affairs, they like watching a movie, at first they sympathize, and then they don’t care. 20. A smile of cynicism Voiced by schizoid music coming from broken toys. He crawled out of a big, stuffed toy, he personified cynicism, he was a toy of society, his pumping, sociopathic, arrogant smile of cynicism. Indifferently looking at the tears of the suffering. A smile infectiously pulls evil smiles on everyone, thereby people make each other worse, worse and worse. A smile of a cynic, in his hands are the deadly, comical trump cards of deceit. 21. Heroes among traitors Sometimes a snow globe, that is, our world, shakes and shakes. This is a periodic end of the world, or simply war. This is only necessary in order to see among the chaos of true heroes among traitors. 22. Sometimes opinion turns into a sect. Opinion is selfish and rarely has any connection with the truth. Opinion is a branded mask of personality, a source of opinion that is worn by thousands and thousands of naive individuals, symbolically turning into itself. A selfish opinion hides in a hypothesis, gaining an army of supporters, authority turns a hypothesis into a theory, and time turns a theory into a pseudo fact. Sometimes opinion turns into a sect, gaining an army of adept marketers, plunging society into an even worse form of delusion and confusion. While truth has no form of selfishness, it thinks of everyone, it is a source of good and light. Humanity will die due to selfish opinions serving only for elite units. 23. The Internet spoils eyesight and the brain. The time spent on the Internet and computer games is an empty spent vision that is useful in old age. Better to read books, they do not destroy vision and give deep knowledge, it is knowledge that distinguishes us from animals. Instead of mania stupidity of the Internet, you will have an unquenchable thirst for knowledge. This is better than the Internet. I hope you understand this until your vision has finally deteriorated into a blank. One of the highest values ​​is awareness from knowledge, if you have learned a lot from the knowledge you have gained from life or books, then you have lived your life for good reason. 24. The keys to the higher worlds The knowledge of world religions is just four keys to a higher form of awareness, they will open the gates to the higher worlds, you just need to choose one of these keys to evolve. 25. Lyrical aesthetics In reality, all people are beautiful in appearance and there are no ugly people at all, since this is a vital, lyrical aesthetics of appearance, which has a special coloring of romance, it is beautiful because it is true, without any illusions, it is a form of aesthetics from which people wean because of technocratization of society. 26. The smile of the insight The smile of awareness, its edges pierce the fabric of reality and reveal what is hidden from view, the black humor of reality devoid of all hypocrisy. 27. The truth about man. Man is very beautiful only under a certain coverage of the truth and situation in life. 28. Refers to the whole of humanity, people will become people only when they give up their own egoism. Only then will we cease to be part of the animal world, and will evolve into representatives of a higher race. 29. People are like meteorites that leave scars of selfishness on a common planet earth. 30. Forgiving is much more profitable than taking revenge. Clinical death is a rebirth of the mind only for units, either a hero or a bastard returns from hell. If you want a spoiler, hell does not change people there, the environment is not suitable for changes for the better. And here is the information from your dreams, the villains of your life are those who you didn’t like in your past life, you can fight many lives with them and you don’t suspect about it, and God only expects a truce from both of you, and the lesson in life is not to pay attention and forgive the bastards, let them into paradise, and then in the next life they will become friends or will not touch at all. And if you do not forgive, they will return from hell even more evil and will again spoil your life. So goodbye and do not pay attention, for the sake of your own psyche. 31. Fate controls a person using a game joystick. 32. Fear is meaningless. Fear is like falling into the tunnel of inevitability, it is excitement and the nervous laugh of fearlessness, excitement until the heart stops. Having known the bottom of the abyss, you understand that there is nothing to fear during a sinful life, because everything is like in a dream of the illusions of materialism, everything is temporary. They are only afraid of what will happen after death, because everything is eternal there and everything is real. 33. Fate is a fictional alter of the ego of humanity Despondency, voiced by depressive jazz, which has slightly schizoid melodies, vile moments of life. It’s like an almost smoked cigarette that you crush with a shoe, almost completely smoked psyche, an almost drunk soul with the greedily lustful hedonism of this world, a lonely soul in the midst of hypocritical selfishness. You see neon signs of morally decaying cities illuminating the darkness of egoism, they are like guiding threads of lascivious lost souls in which conscience has rotted and only despair remains. Here, people often cheat on each other at heart; they are just sex toys of lust. Here, madness becomes harmlessly the norm. They do not understand that the second name of death is saving, all that death offers is to save literally on everything. Here every year they wait for the end of the world, it seems to them that fate has pointed a gun at mankind, and wonders if there is a bullet there or not, but mankind is crazy, in fact, it has aimed a gun at itself, and fate is a fictional alter ego. 34. Because love is higher than sex. The more you love a girl, the less you want sex with her. You only want to hug your soul, love with your heart and kiss her lips and cheeks. Because love is higher than sex. 35. Nobleness is always the right answer in difficult life tests. 36. Nature has launched a mechanism for the destruction of humanity 38. Love is a heart shining with sunlight, in the shape of a golden gem like a big diamond for the whole hand, in the shape of a heart drops of genuine love dripping from it that can breathe life into any life form. 39. Faith is oxygen. Faith is invulnerability; it is nourished by stubbornness, motivation itself and an endless stream of will. His body is mortal, but the spirit of faith cannot be killed. Faith is the oxygen that feeds the brain, helping it think sensibly. 40. True love is a special invisible thread consisting of common bright memories, because it is pleasant memories that strengthen this thread of love, which intensifies over the years. No knives and axes of conflict, resentment or guilt can destroy it, because your love is much more valuable than all this unnecessary garbage. This thread grows, becomes stronger and stronger, turns two people into one full-fledged person. 41. Spirit of love. When love dies, it is as if a person has died, spirit comes out of his body, this spirit is memory, boredom, memory. This is a life of love after parting, as if life after death. This spirit wanders in your mind, soul and heart. 42. Love is the highest form of thinking in the universe. Love is the highest form of thinking in the universe. It is higher than any form of appearance and character, higher than money, higher than Nazism racism, higher sexism and feminism, higher and more valuable than any problems, higher than any insults and guilt, above all earthly, material values. Love is the thinking and life of the spirit, not the body, in any world, dimension, universe, timeless. Since the spirit is directly connected with the heart, this constitutes the true shape of the body, thereby you see much more and deeper than the animal vision of the materialist, atheist. Love is when you sacrifice your ideals, dreams for the sake of your loved one because you value and love this person much more than anything in the world, because your soulmate and your children are your highest value in the universe. 43. The smile of the hypocrite is a half-face mask from a broken mirror which reflects tens of hundreds of false smiles of him and those who stand and stood in front of him. 44. Ego orgasm. Complimenting a girl is like you masturbating her vagina in various ways, bringing to an ego an orgasm of love. The more orgasms the deeper you penetrate her bosom of love. 46. ​​The ghosts of the present Sometimes, any of us feels like a ghost, you seem to be among people, but almost no one notices you, you are among a crowd of people and you are as if dead to them, as if in a paranormal video about ghosts. You are alone and you seem to merge together with reality, gradually disappearing into it. 47. A hypocrite does not have a face at all. He wears thousands of sneaky masks, because he has many connections and acquaintances, but he has no true friends, he has no personality, no character, only charisma and acting, he can be anyone and anything, but he completely forgot his true self. 48. What mankind does to itself is suicidal cannibalism. 49. Revenge is meaningless and unprofitable If some person really shit in your psyche and soul very well and considers himself right. So think very well whether it is because of him or her that you spoil your karma, because God is looking at you, think very well he has already spoiled his karma and now non-verbally encourages you to spoil your karma, thereby you give him comfort that you are no better than him . After all, in your next life you will live worse because of your revenge and again you will see him or her and everything will start again. Just don't answer him or her, get out of the karmic circle of revenge. 50. If you see clearly, you are already a light bulb; you illuminate the darkness of ignorance. Light bulbs include where there is no light of science, philosophy and culture. But this light is artificial, because it is completely composed of theories, there are almost no facts in it. Light for the blind who still do not understand anything. 51. Time is just a record. If there is a concept of future time, then we live in the past, there is no concept of present time, there is only our current time for us. Imagine that the time periods of the past, present, and future as cassette disks of a tape recorder of the 20th century, we are imprisoned in a time loop from which we physically can not get out as we age. Your life is a tape recording of audio or video as you like, there is no fate, everything is decided by the higher forces that work on the time script. 52. Intelligence is an open path to hundreds, thousands of different dimensions - these are variations of thinking. 53. Selfish minds in cells. Cells in your smiles and eyes. 54. People strive for anarchy in their own psyche, they go to the mind of a spoiled child, who supposedly can do anything, when people come to this they will be extremely vulnerable and will see a high mortality rate. 55. Cities of the future under a dome, they are isolated from reality, they breathe the illusions of egoism. 56. A man looks like a knife, one side strokes, while the other side of the personality, ha ha ha, you understand. Man is a brilliant psychological, mental weapon that must be in the hands of good against the forces of evil. 57. A man is a llama who bears the burdens of life, while his wife owns a llama. and drags him to the top of the mountain of success. 58. A lazy person looks so much like a square ball. 59. How to trick your brain Advice for bodybuilders, everyone is sure that during training everyone should be focused on training, but you feel your heart and breathing tighten. But there is one secret from me when you do the exercise, put a photo next to what sympathizes or emotion in you, maybe this photo of your beloved girl can be a beautiful view of nature, at your discretion, and you yourself won’t notice how you will do more repetitions because you look at a photo or video and your brain is distracted, it’s as if it’s turned off and you almost don’t feel tired, just a slight burning sensation in your muscles. 60. Life is not a uniformly lit road. 61. At the beginning of life, you smile with fear. In the middle and at the end, you smile and laugh with hatred. 62. Thinking is just glass showing the world around or the inside, but among fools it is tightly tinted. 63. Blood must be constantly driven from the brain (reading) to the muscles (bodybuilding) from there to the penis (sex and practice penis enlargement). Blood increases the volume of all three of these sections of the body. Blood stores experience, information that goes into the soul, into genes, blood gives strength to posterity, all this will come in handy in the next life. Blood makes it possible to become stronger and more your own problems and then your problems will be afraid of you. 64. Just an idea: A motivating lesson. All schools and universities need a motivating lesson. In which psychologists will motivate learning to show, explain what will happen to them if they do not study, show today's vacancies and opportunities, universities and organizations. You need to work with teenagers and students and they will understand who to become. 66. Regression is a speedometer of stupidity, the speed of which is just off the charts in developed countries. In them regress mixed up progress. 67. Love is when you have lived your whole life with your man. You find after death in paradise or in hell and spend eternity with this person, with this person eternity as a happy moment. 68. Love is when you give up your own egoism and take that very person into your life and you understand that you are not alone in the whole universe. 69. Opinion, theory and hypothesis - it's like a water attraction surfing, how long you stay on the board is only a matter of time, and when you fall you will be replaced by another surfer. 71. All fictional characters, mascots of sports teams, animators in costumes of famous characters, cosplay, they all fight for you, for your love, like hummingbirds hover around your head, they want to take the essence of life from you. All of them distract from life itself. 72. Orgasms of love. The first orgasm because of lust, the second orgasm because of love, the third because of passion. 73. Success in bodybuilding is not a show off, but a competent distribution of strength and energy. Constantly make friends at a gas station of motivation, on fuel of desire. 74. Learn to love Parrots, dogs, cats, hamsters, guinea pigs, rabbits, they are all great simulators of tenderness, they teach kindness and love. Train, learn from them to be gentle and sweet, sensitive, caring, faithful, all this will help you in your relationship with the opposite sex. Give your soulmate as often as possible affectionate, kiss, hug, love soul and heart, and only then genitals. 75. Love is like a wind tunnel where in a personal intimate space, from feelings you soar above the ground. 76. Unfortunately, relationships like karting, it is important for people not to act together, leadership is important here. 77. Understanding as a gas burner, combines any character. 79. Truth is devoid of temptation. 80. Your love is a gift from God for humanity. If your love is stronger than all the dark feelings on earth, then you are much stronger than more than one billion people. 81. A woman is a veil of mystery, a screen of temptation, an unfinished, unsolved love detective. All this leads to an uncharted, but infinitely new, helps to uncover in yourself what I had not previously suspected. 82. A smile of awareness A man between anger and despondency, illuminates both sides with selfless nobility. A thought emerges from the depths, or goes into the depths, into dreams, into unconsciousness, where there are only fears, desires, and memories. The head is connected with the other world, the pillar of the beam around which thoughts move, your mind opens thousands of dimensions into alternative dimensions of the imagination. A smile will reveal the true self, a smile will open the bridge to it. A crazy smile stretches to the floor, it is like a cell of the soul, the edges of the lips are connected with portals to the other world, they are also smiles twisted into spirals, gas of laughter comes out through the teeth, in the smile a whole universe of awareness, a smile digging into other smiles, connecting them together and stretching them out. Other smiling personalities burst from the face while in a special state of mind. In the head, the third eye of the suspects of all traitors squinted, electric wires connected to the head connected with reality, with its whisper. In a giant smile opening up to the world, a smiling powerful force lurks smiling eyes of the bright side of the person. The body and soul are torn and there are crazy smiles too, the body opens, and there is a portal to the wonderful world. A smile sometimes coils into a spiral of thoughts, leaving a person in himself, tearing themselves away from external values, plunging into spirituality, and then spinning around him, immersing himself in his own self. Part of the body is a cloak in which other forms of mood are hidden. The body has ten smiling sneak tails sent by the dark side of the person. There is a wired smile in the body that wants to say a lot, it is in the back of the head and there is a bag that accumulates laughter and absorbs someone else's. Author: Musin Almat Zhumabekovich",games
"It's going to be a high-energy game. Argentina is very talented, very fast, this is international competition. We're at the Olympic Games and everyone's vying for a podium finish.",games
"' You'll do a lot better here with the grandkids. You can play games. There's a big yard. You can do some gardening,'.",games
"( The 2015 Pan-American Games in) Toronto was perfect with all the athletes in a modern village but now it will be multiplied by five continents and other greats, seeing top basketball players, golfers,( sprinter) Usain Bolt with Gomez Cora little tray next to you in the meal queue, i'd be happy to stay there for two hours, you usually curse when a queue is long but I'd want it to be eternal and it's not a forced situation, it's natural and you're all there as equals.",games
"1. Reality is an infernal black comedy of truth, ironic black humor of a scenario of life, where justice is just sarcasm. 2. Thoughts are lightning, the mystical fire of the universe. 3. Science plays the board game Doctor, they know that the human body is the main key to the secrets of the universe and existence itself, but immortality will give the most important secret of life, and it will tell you that over time a person does not value anything, he is just a spectator and a consumer with popcorn, which symbolizes values, for a pessimist it is salty, for an optimist, sweet caramel hedonism. 5. The game of caps of values ​​of intergenerational generations is a war of illusion. 6. Fantasy as endless facets of imagination Geek dice for board games, imagination is an attempt to know oneself and at the same time a great denial of true reality. Imagination is a fog of illusion drugs. 7. Consciousness is a starship in an infinite space of thoughts, a multi-dimensional universe of various levels of awareness. 8. Body modification and plastic surgery, etc., this is an escape from the true self, from its essence from its own perfection given by God. This immersion in the endless illusions of the ego, pride and vanity is a parody of your self, you paint your portrait from the lower feelings. 9. Pride, ego, vanity are all fear, a thirst to materialize in history, in a world where everything is forgotten - this is the only thing that connects you with the tiny world of people, abandoning them you will know the infinity of the universe. 10. Love, selfless nobility and forgiveness are the immortality of humanity. Higher awareness is the highest dimension of love. Author: Musin Almat Zhumabekovich",games
"2024 will be 35 years after we shook off the shackles of oppression and celebrated our freedom, organizing an Olympic Games would be the pinnacle of this historical process. We are not only competing for ourselves, but representing the whole region.",games
"A few months before the Olympic Games, Brazil cannot take that risk.",games
All I want for Christmas is you,love
I hate cows and facism,animals
"Me, myself and I",selfie
Just me,selfie
"But first, let me take a selfie",selfie
Typical me,selfie
Selfie Sunday,selfie
I was born to shine,selfie
Me doing me,selfie
"I don't always take a selfie, but when I do…",selfie
What do you think of this look?,selfie
I woke up like this,selfie
Couldn't be happier,selfie
We did it!,success
Work hard then work harder,success
Hustlin',success
When daydreams become reality,success
"Say yes, take risks, and live life on your own terms",success
The impossible is now possible,success
Perseverance pays… a lot!,success
It wasn't always easy but it's worth it,success
Pursue your passion and you'll never work a day in your life,success
Entrepreneur life,success
Just the two of us,love
He's my best friend,love
"He's my King, I'm his Queen",love
Sometimes relationships end so love stories can begin,love
We are totally #couplegoals,love
"My world, my heart, my everything",love
Bae,love
My one and only,love
My love,love
You're my 1 in 7 billion,love
"Friends are like stars, constantly coming and going, but the ones that stay burn as bright as the sun",friendship
A good friend might know your wild stories but your best friend was right there with you,friendship
I would never let my best friend do anything stupid…alone,friendship
bff,friendship
Laughing at random things. Partying ‘til the sunrise. There's no one else I'd want by my side. Love ya!,friendship
Hold onto your best friend because you'll never find someone like them again,friendship
Back in the old days my best friend why quiet and shy. I turned her into a monster. 😜,friendship
Find someone who brings out the best in you ,friendship
"A best friend is like your favorite bra: supportive, comfortable, hard to find, and close to your heart",friendship
A best friend will love you when you're too sad to love yourself,friendship
